LineID,InvoiceID,LineNumber,GLAccountID,Quantity,UnitPrice
901,306,1,4001,1,769.03
902,306,2,4002,24,389.66
903,306,3,4009,18,54.57
904,307,1,4003,17,1865.17
905,307,2,4015,41,1366.84
906,308,1,4017,1,1452.37
907,308,2,4004,18,1408.72
908,309,1,4014,5,761.08
909,309,2,4008,27,36.41
910,310,1,4006,47,
911,310,2,4018,16,1622.60
912,310,3,4001,28,1408.86
913,311,1,4011,24,740.92
914,311,2,4020,43,1455.14
915,311,3,4009,23,1164.62
916,312,1,4013,44,994.08
917,312,2,4014,6,1770.70
918,313,1,4020,49,1363.87
919,313,2,4018,10,1085.02
920,313,3,4013,9,1586.63
921,313,4,4008,8,1092.55
922,314,1,4015,43,1482.03
923,314,2,4016,8,1674.57
924,314,3,4003,43,445.95
925,314,4,4006,15,912.77
926,314,5,4004,-46,1589.25
927,315,1,4017,45,491.25
928,316,1,4002,-13,71.88
929,317,1,4000,17,246.72
930,318,1,4015,20,756.08
931,318,2,4010,41,93.33
932,318,3,4017,23,1404.26
933,318,4,4015,50,1380.30
934,318,5,4008,2,1925.91
935,319,1,4014,6,1451.31
936,319,2,4009,25,490.34
937,319,3,4000,36,1710.74
938,319,4,4014,44,1726.81
939,319,5,4017,5,931.73
940,320,1,4009,17,1399.45
941,321,1,4002,3,669.52
942,321,2,4020,13,505.59
943,322,1,4018,50,611.53
944,322,2,4003,32,894.89
945,323,1,4015,9,1957.81
946,323,2,4011,24,865.65
947,324,1,4002,7,76.74
948,324,2,4016,5,1756.78
949,324,3,4018,16,1752.31
950,324,4,4008,12,897.74
951,324,5,4017,31,1582.10
952,325,1,4011,15,607.68
953,326,1,4000,33,234.38
954,327,1,4015,9,494.92
955,327,2,4017,31,207.10
956,327,3,4002,5,262.64
957,328,1,4013,33,154.45
958,328,2,4013,41,458.43
959,328,3,4011,3,
960,328,4,4015,26,1674.38
961,329,1,4019,33,1295.62
962,329,2,4002,34,1548.47
963,329,3,4011,36,1784.38
964,329,4,4009,18,934.37
965,329,5,4015,35,1839.46
966,330,1,4019,49,1380.02
967,330,2,4015,39,1152.24
968,330,3,4008,22,1236.57
969,330,4,4007,19,463.41
970,331,1,4013,13,619.63
971,331,2,4004,18,853.46
972,331,3,4017,50,388.03
973,331,4,4009,21,930.75
974,331,5,4020,41,1200.28
975,332,1,4017,24,973.84
976,332,2,4017,22,1215.91
977,332,3,4014,-26,385.97
978,332,4,4001,36,561.41
979,333,1,4003,41,1194.59
980,333,2,4002,9,729.06
981,333,3,4013,18,1075.09
982,333,4,4019,14,1323.99
983,334,1,4008,19,468.67
984,334,2,4007,36,
985,334,3,4005,11,1651.99
986,335,1,4003,37,1957.56
987,336,1,4007,27,924.42
988,336,2,4019,18,485.15
989,337,1,4014,29,209.73
990,337,2,4017,10,775.11
991,337,3,4016,49,1764.79
992,337,4,4019,22,1003.07
993,338,1,4005,24,163.94
994,338,2,4009,26,635.28
995,339,1,4007,25,
996,339,2,4011,42,909.97
997,340,1,4013,-25,878.22
998,340,2,4005,17,545.55
999,340,3,4006,11,1175.13
1000,341,1,4002,25,1523.81
1001,342,1,4004,45,508.28
1002,342,2,4013,19,877.43
1003,342,3,4018,20,142.89
1004,342,4,4009,42,1744.94
1005,889005,5,4006,36,852.30
1006,343,1,4017,46,1547.94
1007,343,2,4017,8,1111.34
1008,343,3,4016,12,27.41
1009,343,4,4015,2,1790.73
1010,343,5,4008,10,491.43
1011,344,1,4019,16,1423.32
1012,344,2,4016,49,1965.88
1013,344,3,4016,32,796.08
1014,344,4,4012,30,1887.14
1015,345,1,4001,34,342.12
1016,345,2,4013,14,1989.48
1017,345,3,4000,25,753.51
1018,346,1,4004,28,1503.19
1019,346,2,4014,42,798.76
1020,347,1,4004,32,1428.65
1021,347,2,4003,27,498.28
1022,347,3,4013,19,707.60
1023,348,1,4015,39,1643.98
1024,889024,1,4003,23,627.58
1025,350,1,4016,48,
1026,350,2,4019,-24,812.79
1027,351,1,4015,19,1604.44
1028,351,2,4018,28,81.95
1029,351,3,4014,33,1936.58
1030,352,1,4012,10,1830.84
1031,352,2,4018,15,612.79
1032,352,3,4008,13,1653.59
1033,353,1,4002,1,335.15
1034,353,2,4002,15,1962.58
1035,354,1,4008,22,1959.12
1036,354,2,4010,37,1779.45
1037,354,3,4008,34,1367.10
1038,354,4,4008,39,498.14
1039,355,1,4018,33,1945.79
1040,355,2,4007,20,522.71
1041,355,3,4011,16,314.98
1042,356,1,4019,48,1137.48
1043,356,2,4001,31,1329.14
1044,356,3,4010,28,870.01
1045,356,4,4012,24,479.01
1046,357,1,4005,14,1700.41
1047,357,2,4002,22,661.01
1048,357,3,4002,6,26.89
1049,357,4,4004,45,
1050,357,5,4011,19,739.87
1051,358,1,4018,6,1786.83
1052,358,2,4005,6,1232.58
1053,358,3,4016,26,985.82
1054,358,4,4008,5,576.05
1055,358,5,4009,11,1402.89
1056,359,1,4011,26,1333.37
1057,360,1,4007,20,1414.26
1058,360,2,4001,20,428.99
1059,360,3,4004,6,1751.53
1060,360,4,4007,10,572.13
1061,360,5,4017,46,825.66
1062,361,1,4005,20,427.45
1063,361,2,4008,26,141.45
1064,361,3,4010,25,1000.26
1065,361,4,4010,29,660.55
1066,361,5,4008,49,
1067,362,1,4007,6,1976.85
1068,362,2,4013,33,1914.55
1069,362,3,4011,3,1266.76
1070,362,4,4006,-22,970.77
1071,363,1,4012,22,1716.97
1072,363,2,4001,34,1228.80
1073,364,1,4009,47,587.48
1074,364,2,4013,-22,1182.75
1075,364,3,4018,30,1221.43
1076,364,4,4007,15,607.56
1077,365,1,4014,17,18.53
1078,365,2,4008,16,865.72
1079,365,3,4020,35,1097.63
1080,365,4,4017,20,1330.00
1081,365,5,4012,43,1561.55
1082,366,1,4002,47,1094.68
1083,366,2,4008,22,
1084,366,3,4006,11,1346.90
1085,366,4,4017,47,204.23
1086,366,5,4000,45,146.49
1087,367,1,4003,5,1590.91
1088,367,2,4014,49,251.66
1089,368,1,4002,8,1232.59
1090,368,2,4000,23,1615.14
1091,368,3,4004,40,1588.69
1092,368,4,4020,22,1632.28
1093,368,5,4016,-23,1708.48
1094,369,1,4002,14,1245.94
1095,369,2,4014,48,1317.48
1096,369,3,4006,25,744.05
1097,369,4,4010,1,44.07
1098,370,1,4003,48,1939.47
1099,370,2,4017,39,1534.59
1100,370,3,4020,36,688.00
1101,370,4,4003,21,1078.79
1102,371,1,4004,20,1996.82
1103,372,1,4015,22,1962.81
1104,372,2,4005,20,
1105,372,3,4003,46,283.48
1106,373,1,4005,8,535.76
1107,373,2,4017,37,1602.74
1108,373,3,4018,49,1719.91
1109,374,1,4001,20,1319.22
1110,374,2,4001,20,846.14
1111,374,3,4015,9,1898.48
1112,374,4,4018,3,728.65
1113,374,5,4018,36,502.68
1114,375,1,4016,41,945.93
1115,376,1,4006,-27,1050.72
1116,376,2,4006,32,128.15
1117,377,1,4009,19,815.00
1118,377,2,4020,18,1713.72
1119,377,3,4008,39,1955.85
1120,377,4,4007,45,376.87
1121,377,5,4002,9,469.40
1122,889122,1,4006,9,560.33
1123,378,2,4014,46,1395.49
1124,378,3,4013,10,1299.45
1125,378,4,4020,25,1363.83
1126,379,1,4007,14,384.12
1127,889127,2,4014,32,555.06
1128,380,1,4006,4,1669.04
1129,380,2,4000,27,581.55
1130,381,1,4014,49,1177.10
1131,381,2,4005,13,558.47
1132,381,3,4015,31,
1133,381,4,4003,25,1897.55
1134,382,1,4016,47,517.07
1135,382,2,4007,20,50.40
1136,382,3,4019,19,496.15
1137,889137,1,4000,34,1258.76
1138,383,2,4015,21,1541.68
1139,383,3,4008,13,1467.91
1140,383,4,4018,38,809.89
1141,383,5,4001,23,948.99
1142,384,1,4017,23,489.92
1143,384,2,4001,2,215.35
1144,384,3,4017,14,1074.61
1145,385,1,4008,46,1478.67
1146,385,2,4014,1,824.18
1147,385,3,4008,14,1847.90
1148,385,4,4008,39,1261.92
1149,386,1,4006,11,
1150,386,2,4018,27,209.19
1151,386,3,4017,-18,1395.79
1152,386,4,4008,45,1480.41
1153,386,5,4006,13,322.34
1154,387,1,4004,13,927.10
1155,387,2,4009,3,1825.36
1156,388,1,4005,10,1668.90
1157,388,2,4002,24,358.44
1158,388,3,4005,49,155.69
1159,388,4,4018,18,1430.31
1160,389,1,4018,22,323.22
1161,389,2,4008,14,855.52
1162,389,3,4000,21,436.15
1163,389,4,4018,13,757.30
1164,389,5,4017,8,262.29
1165,390,1,4004,36,1819.57
1166,391,1,4001,34,1752.84
1167,392,1,4016,39,157.60
1168,392,2,4001,35,529.67
1169,392,3,4020,28,1677.42
1170,392,4,4017,6,1253.43
1171,392,5,4010,6,650.47
1172,393,1,4000,3,1562.29
1173,394,1,4006,21,1486.97
1174,395,1,4020,7,1789.65
1175,395,2,4012,48,61.42
1176,395,3,4008,44,1829.38
1177,395,4,4015,11,1627.40
1178,396,1,4009,32,1538.29
1179,396,2,4013,33,94.50
1180,396,3,4007,-30,
1181,397,1,4004,23,186.49
1182,397,2,4016,26,254.66
1183,397,3,4005,15,745.44
1184,397,4,4001,37,93.33
1185,398,1,4011,14,1208.18
1186,398,2,4016,2,1559.44
1187,398,3,4012,12,130.82
1188,398,4,4000,17,257.29
1189,399,1,4015,41,1924.68
1190,399,2,4006,32,505.54
1191,399,3,4004,34,805.42
1192,400,1,4009,40,1454.72
1193,400,2,4004,27,51.21
1194,400,3,4008,24,1691.63
1195,400,4,4020,6,91.15
1196,401,1,4001,11,1503.08
1197,401,2,4005,12,465.87
1198,401,3,4015,19,1732.28
1199,401,4,4016,25,1586.27
1200,402,1,4016,2,1464.25
1201,402,2,4014,34,1964.78
1202,402,3,4020,40,132.44
1203,402,4,4011,4,589.84
1204,402,5,4012,13,522.86
1205,403,1,4014,10,189.21
1206,403,2,4007,47,256.32
1207,404,1,4010,6,404.00
1208,404,2,4002,15,819.23
1209,404,3,4012,49,1014.72
1210,404,4,4016,7,1006.36
1211,404,5,4000,-1,377.81
1212,405,1,4016,7,835.90
1213,405,2,4008,1,760.81
1214,405,3,4013,47,1958.21
1215,405,4,4011,1,1363.44
1216,405,5,4016,9,161.74
1217,406,1,4010,19,591.56
1218,406,2,4005,2,1515.48
1219,406,3,4010,14,1016.65
1220,406,4,4009,22,193.53
1221,406,5,4020,9,820.42
1222,407,1,4001,50,482.92
1223,408,1,4001,45,1495.22
1224,408,2,4012,13,120.22
1225,408,3,4014,39,
1226,408,4,4006,5,1492.87
1227,408,5,4005,17,718.03
1228,409,1,4020,37,1256.49
1229,409,2,4001,10,1968.00
1230,409,3,4014,8,
1231,409,4,4017,50,603.90
1232,410,1,4003,9,431.80
1233,889233,2,4001,4,747.42
1234,410,3,4009,33,1133.28
1235,410,4,4018,37,41.39
1236,410,5,4013,11,1199.72
1237,411,1,4020,37,1740.46
1238,411,2,4014,39,1494.58
1239,411,3,4012,6,598.14
1240,411,4,4000,41,503.92
1241,411,5,4006,50,626.09
1242,412,1,4004,13,1679.98
1243,412,2,4013,50,814.38
1244,413,1,4014,-45,1120.24
1245,413,2,4006,49,1784.30
1246,413,3,4010,20,1989.44
1247,413,4,4016,43,1816.64
1248,413,5,4009,9,
1249,414,1,4018,23,1775.69
1250,415,1,4018,28,1103.01
1251,415,2,4017,49,1356.34
1252,415,3,4006,25,695.99
1253,415,4,4004,1,1619.40
1254,415,5,4003,50,1061.72
1255,416,1,4009,13,803.35
1256,416,2,4005,33,1799.00
1257,416,3,4019,31,11.95
1258,417,1,4016,25,119.75
1259,417,2,4000,13,1339.95
1260,417,3,4002,4,756.63
1261,417,4,4013,19,155.59
1262,418,1,4020,41,1744.96
1263,418,2,4015,10,743.04
1264,419,1,4004,29,787.57
1265,419,2,4011,47,1727.40
1266,419,3,4015,2,193.22
1267,419,4,4002,25,1964.15
1268,420,1,4006,2,1052.72
1269,420,2,4010,13,471.91
1270,420,3,4003,23,350.78
1271,421,1,4005,35,933.87
1272,421,2,4013,44,
1273,421,3,4017,16,1959.29
1274,421,4,4017,37,758.20
1275,422,1,4010,20,107.88
1276,422,2,4003,4,797.22
1277,422,3,4008,28,1989.91
1278,423,1,4015,26,225.48
1279,424,1,4015,11,159.61
1280,424,2,4013,38,372.96
1281,424,3,4019,11,686.87
1282,424,4,4017,29,857.78
1283,424,5,4010,16,1697.67
1284,425,1,4015,2,1149.13
1285,425,2,4003,45,1441.17
1286,425,3,4012,30,131.57
1287,425,4,4000,34,301.62
1288,426,1,4011,35,1321.23
1289,426,2,4011,21,181.52
1290,426,3,4008,1,1082.76
1291,426,4,4005,26,1467.65
1292,427,1,4001,37,1140.06
1293,428,1,4017,38,1366.91
1294,428,2,4001,19,1737.47
1295,428,3,4017,22,1903.29
1296,428,4,4009,28,1200.46
1297,428,5,4016,42,1766.16
1298,429,1,4016,41,177.19
1299,429,2,4002,30,1504.84
1300,429,3,4015,23,478.21
1301,429,4,4014,13,1944.50
1302,429,5,4014,18,165.20
1303,430,1,4013,40,775.10
1304,430,2,4016,33,1692.57
1305,430,3,4010,37,1988.44
1306,430,4,4007,44,803.20
1307,431,1,4012,4,1767.21
1308,431,2,4003,25,670.44
1309,431,3,4011,11,1088.12
1310,432,1,4004,17,1051.93
1311,432,2,4004,23,1226.66
1312,432,3,4007,44,1156.35
1313,433,1,4005,35,1848.30
1314,433,2,4010,17,1364.25
1315,434,1,4012,12,693.27
1316,434,2,4011,38,1392.25
1317,434,3,4012,7,1982.94
1318,434,4,4012,24,1903.74
1319,435,1,4008,-21,647.68
1320,435,2,4016,-15,620.17
1321,435,3,4005,37,1666.47
1322,435,4,4001,4,1667.72
1323,435,5,4014,6,428.27
1324,436,1,4019,21,412.57
1325,437,1,4013,27,1693.29
1326,437,2,4004,29,101.13
1327,438,1,4014,19,1586.98
1328,439,1,4017,40,1995.21
1329,889329,2,4011,4,1671.48
1330,439,3,4012,9,1033.37
1331,439,4,4013,11,1871.00
1332,440,1,4014,4,1729.43
1333,440,2,4010,35,604.31
1334,440,3,4010,33,1484.20
1335,440,4,4019,47,1929.43
1336,441,1,4002,12,616.04
1337,441,2,4001,45,671.27
1338,441,3,4007,3,620.61
1339,442,1,4010,16,1755.97
1340,443,1,4020,5,654.71
1341,443,2,4009,41,1478.93
1342,443,3,4015,34,772.30
1343,444,1,4020,32,1383.82
1344,444,2,4004,29,592.41
1345,445,1,4002,33,1410.33
1346,445,2,4003,34,1629.00
1347,445,3,4020,48,1674.31
1348,889348,1,4002,41,194.28
1349,447,1,4011,16,984.18
1350,447,2,4014,2,1536.20
1351,447,3,4011,12,1800.70
1352,447,4,4001,36,972.83
1353,447,5,4014,21,189.57
1354,448,1,4005,43,1461.82
1355,448,2,4006,46,250.65
1356,448,3,4018,13,1437.22
1357,448,4,4018,12,1852.91
1358,449,1,4013,40,829.76
1359,449,2,4017,21,1174.50
1360,449,3,4007,10,341.46
1361,449,4,4008,37,1084.93
1362,449,5,4015,27,1452.32
1363,450,1,4008,11,586.79
1364,450,2,4003,17,1906.62
1365,889365,1,4018,29,1697.41
1366,451,2,4019,12,332.56
1367,452,1,4010,49,1000.42
1368,452,2,4004,9,1121.04
1369,452,3,4012,2,1507.97
1370,452,4,4001,47,1727.33
1371,453,1,4016,49,1217.09
1372,453,2,4011,33,1142.15
1373,453,3,4001,43,377.47
1374,454,1,4002,-13,1956.20
1375,455,1,4006,37,925.83
1376,455,2,4020,47,1857.79
1377,455,3,4000,37,1854.45
1378,455,4,4006,6,961.16
1379,455,5,4015,4,
1380,456,1,4012,14,1004.73
1381,457,1,4014,41,312.06
1382,458,1,4002,30,287.87
1383,458,2,4003,8,811.37
1384,458,3,4016,40,898.52
1385,458,4,4006,49,504.86
1386,459,1,4005,19,868.58
1387,460,1,4009,42,1624.41
1388,460,2,4020,12,576.06
1389,460,3,4004,34,
1390,460,4,4006,10,
1391,461,1,4020,23,1680.90
1392,461,2,4004,1,437.09
1393,461,3,4014,50,
1394,462,1,4011,10,853.49
1395,463,1,4002,20,269.36
1396,463,2,4013,48,61.03
1397,463,3,4001,8,332.29
1398,463,4,4013,11,132.42
1399,464,1,4020,-38,464.12
1400,464,2,4020,7,529.51
1401,464,3,4001,-42,1405.39
1402,464,4,4018,-8,732.74
1403,465,1,4018,24,1575.81
1404,465,2,4007,44,702.58
1405,465,3,4013,17,221.79
1406,465,4,4016,1,1114.33
1407,466,1,4007,3,1614.13
1408,467,1,4016,29,1529.25
1409,468,1,4003,-35,203.88
1410,469,1,4014,38,1442.39
1411,469,2,4014,6,94.48
1412,470,1,4016,22,105.12
1413,470,2,4006,18,406.99
1414,471,1,4011,2,371.63
1415,472,1,4017,28,1196.36
1416,472,2,4019,1,1999.52
1417,472,3,4013,26,1621.63
1418,472,4,4007,26,306.34
1419,473,1,4013,45,47.77
1420,473,2,4002,28,1930.51
1421,474,1,4001,4,976.45
1422,475,1,4002,48,1175.27
1423,476,1,4010,49,1417.94
1424,476,2,4008,16,1418.38
1425,476,3,4019,40,85.42
1426,476,4,4020,32,796.05
1427,476,5,4013,15,405.34
1428,477,1,4003,39,592.31
1429,477,2,4008,10,580.44
1430,477,3,4016,16,356.65
1431,477,4,4019,43,585.32
1432,478,1,4004,1,1646.87
1433,478,2,4005,2,111.45
1434,478,3,4000,7,119.30
1435,478,4,4017,41,1259.26
1436,479,1,4016,16,1406.62
1437,480,1,4000,29,1795.92
1438,480,2,4016,47,1012.26
1439,480,3,4008,2,1704.29
1440,480,4,4011,20,329.83
1441,480,5,4016,34,1854.93
1442,481,1,4017,29,1082.81
1443,481,2,4005,3,647.19
1444,481,3,4020,13,179.40
1445,482,1,4005,11,1004.37
1446,483,1,4012,43,1808.59
1447,483,2,4001,38,1343.85
1448,483,3,4002,18,715.74
1449,483,4,4020,38,715.67
1450,483,5,4017,16,575.39
1451,484,1,4020,22,714.54
1452,484,2,4020,26,1283.60
1453,485,1,4013,40,1098.13
1454,485,2,4004,2,1028.28
1455,485,3,4018,36,778.01
1456,486,1,4018,41,1089.81
1457,486,2,4019,50,1073.90
1458,487,1,4016,28,524.48
1459,488,1,4009,39,855.58
1460,488,2,4007,5,1661.10
1461,488,3,4006,23,1974.40
1462,488,4,4000,46,472.97
1463,489,1,4003,12,97.14
1464,489,2,4008,26,
1465,489,3,4010,49,297.84
1466,490,1,4002,13,554.46
1467,491,1,4016,49,1794.19
1468,491,2,4001,9,1193.15
1469,491,3,4017,35,
1470,491,4,4003,10,168.44
1471,492,1,4017,21,1839.04
1472,492,2,4018,28,1081.42
1473,493,1,4009,45,886.29
1474,493,2,4010,45,189.69
1475,493,3,4005,43,256.99
1476,493,4,4012,4,1564.28
1477,494,1,4007,23,954.22
1478,495,1,4007,35,1114.93
1479,495,2,4010,27,1298.76
1480,495,3,4020,24,
1481,495,4,4008,42,1615.92
1482,495,5,4008,12,1841.81
1483,496,1,4008,40,1000.03
1484,496,2,4011,-11,1583.10
1485,496,3,4009,32,686.43
1486,496,4,4000,50,449.26
1487,496,5,4012,28,1715.50
1488,497,1,4012,41,843.28
1489,497,2,4013,41,1220.40
1490,498,1,4014,12,312.79
1491,498,2,4004,28,961.95
1492,499,1,4003,40,65.22
1493,499,2,4017,6,1945.10
1494,499,3,4017,34,
1495,500,1,4017,7,1037.38
1496,501,1,4014,13,354.05
1497,501,2,4008,1,553.66
1498,502,1,4001,41,161.52
1499,502,2,4007,14,465.33
1500,503,1,4014,23,1461.70
1501,503,2,4016,36,1639.81
1502,503,3,4016,12,255.58
1503,503,4,4001,21,730.44
1504,504,1,4014,44,516.38
1505,505,1,4006,48,401.65
1506,505,2,4015,10,1969.60
1507,505,3,4012,44,1469.55
1508,506,1,4005,16,1293.68
1509,506,2,4002,2,1666.88
1510,507,1,4019,23,1313.56
1511,507,2,4006,25,1655.14
1512,507,3,4017,3,1988.72
1513,507,4,4007,33,540.86
1514,508,1,4003,1,1842.46
1515,508,2,4016,33,1746.45
1516,508,3,4011,5,697.23
1517,509,1,4011,17,1653.45
1518,509,2,4017,45,1209.51
1519,509,3,4010,-7,1375.62
1520,510,1,4008,42,302.70
1521,510,2,4018,35,1609.77
1522,511,1,4009,33,1770.75
1523,511,2,4014,21,1409.12
1524,511,3,4019,44,759.92
1525,511,4,4006,35,768.86
1526,511,5,4018,36,1188.86
1527,512,1,4012,10,1970.81
1528,513,1,4018,37,353.08
1529,513,2,4000,36,343.89
1530,514,1,4014,15,14.20
1531,514,2,4019,28,
1532,515,1,4009,44,
1533,515,2,4007,13,1595.75
1534,515,3,4018,36,645.46
1535,515,4,4017,33,1574.48
1536,515,5,4010,42,636.58
1537,516,1,4012,-3,1469.34
1538,517,1,4018,1,1633.00
1539,517,2,4013,25,
1540,518,1,4012,43,544.66
1541,518,2,4007,24,182.22
1542,518,3,4018,-19,899.57
1543,889543,4,4017,18,944.17
1544,519,1,4018,28,412.58
1545,519,2,4016,37,327.02
1546,520,1,4015,35,1115.29
1547,520,2,4011,34,1324.22
1548,521,1,4018,24,863.22
1549,522,1,4004,-25,1193.46
1550,522,2,4020,28,1530.36
1551,889551,3,4002,34,1663.76
1552,522,4,4004,36,1524.49
1553,523,1,4015,30,1025.89
1554,524,1,4019,19,1345.22
1555,524,2,4017,12,202.18
1556,524,3,4013,10,1221.02
1557,524,4,4018,18,290.42
1558,525,1,4011,29,1417.19
1559,526,1,4001,9,1111.57
1560,526,2,4004,21,
1561,526,3,4001,24,10.12
1562,527,1,4001,41,1851.43
1563,528,1,4005,11,280.66
1564,528,2,4008,33,1124.38
1565,528,3,4016,1,976.09
1566,528,4,4013,12,531.02
1567,529,1,4000,25,1089.07
1568,530,1,4001,5,709.35
1569,530,2,4014,6,
1570,530,3,4001,7,1317.31
1571,530,4,4018,48,1894.54
1572,531,1,4000,13,930.13
1573,531,2,4002,1,520.29
1574,532,1,4020,37,1127.93
1575,532,2,4006,10,1048.59
1576,532,3,4003,27,1194.40
1577,532,4,4004,27,185.30
1578,532,5,4002,31,628.60
1579,533,1,4012,17,315.92
1580,534,1,4011,44,941.86
1581,534,2,4004,29,1530.24
1582,535,1,4013,34,1725.47
1583,535,2,4009,29,1100.43
1584,535,3,4007,35,1098.85
1585,535,4,4012,25,1597.61
1586,536,1,4008,35,674.65
1587,536,2,4011,46,726.61
1588,537,1,4017,11,373.72
1589,537,2,4009,22,655.86
1590,537,3,4002,-47,1980.32
1591,537,4,4000,7,1019.95
1592,538,1,4005,22,1411.28
1593,538,2,4010,11,818.18
1594,539,1,4004,45,1368.35
1595,539,2,4001,12,634.36
1596,539,3,4002,1,841.18
1597,540,1,4011,8,1727.02
1598,540,2,4010,42,1180.52
1599,540,3,4014,3,97.21
1600,541,1,4018,9,1105.98
1601,541,2,4002,44,65.82
1602,542,1,4009,1,582.81
1603,543,1,4001,14,
1604,544,1,4002,28,1227.03
1605,544,2,4020,35,1230.73
1606,545,1,4007,40,356.78
1607,545,2,4001,24,687.53
1608,889608,3,4000,4,978.92
1609,546,1,4017,37,1828.87
1610,546,2,4007,25,960.23
1611,546,3,4006,31,1391.83
1612,546,4,4011,43,1698.07
1613,547,1,4005,-2,986.65
1614,547,2,4002,22,443.75
1615,548,1,4009,14,633.08
1616,548,2,4018,7,516.99
1617,548,3,4003,45,445.48
1618,548,4,4013,-5,1577.04
1619,549,1,4013,23,1278.04
1620,550,1,4012,17,311.42
1621,550,2,4010,29,280.80
1622,550,3,4017,30,1754.15
1623,550,4,4018,29,1135.53
1624,550,5,4007,50,343.30
1625,551,1,4014,43,
1626,551,2,4000,24,381.21
1627,551,3,4011,45,12.18
1628,551,4,4005,11,
1629,552,1,4016,42,1453.86
1630,553,1,4003,34,
1631,554,1,4017,7,1011.23
1632,554,2,4015,36,1181.20
1633,554,3,4001,11,197.45
1634,554,4,4019,49,685.94
1635,555,1,4018,5,757.12
1636,555,2,4009,31,1609.37
1637,556,1,4005,43,1032.69
1638,557,1,4007,4,435.37
1639,558,1,4008,43,127.73
1640,558,2,4003,42,272.04
1641,559,1,4000,27,1913.55
1642,560,1,4001,48,35.96
1643,560,2,4014,18,1394.80
1644,561,1,4006,23,263.11
1645,561,2,4001,3,1521.02
1646,561,3,4011,27,402.11
1647,561,4,4011,46,469.31
1648,562,1,4000,38,1079.17
1649,562,2,4002,42,1200.45
1650,562,3,4018,31,1731.73
1651,562,4,4007,48,444.16
1652,563,1,4006,18,780.33
1653,563,2,4011,8,37.84
1654,563,3,4001,27,1815.75
1655,563,4,4012,25,794.06
1656,563,5,4008,24,613.36
1657,564,1,4009,42,1930.97
1658,564,2,4009,39,1437.39
1659,564,3,4012,42,342.88
1660,565,1,4006,28,243.77
1661,565,2,4017,27,1840.07
1662,566,1,4001,18,211.81
1663,566,2,4003,35,1898.80
1664,566,3,4002,48,821.05
1665,567,1,4007,37,534.70
1666,567,2,4005,9,1925.19
1667,567,3,4006,24,735.69
1668,567,4,4016,3,489.36
1669,567,5,4014,32,753.99
1670,568,1,4018,45,544.44
1671,568,2,4020,46,1597.00
1672,568,3,4015,22,727.38
1673,568,4,4002,18,1863.07
1674,569,1,4000,14,261.68
1675,569,2,4019,35,25.76
1676,569,3,4004,20,1631.38
1677,569,4,4014,21,748.72
1678,570,1,4004,8,486.66
1679,570,2,4012,16,1437.63
1680,571,1,4006,19,1338.72
1681,572,1,4009,11,1634.99
1682,572,2,4014,14,121.11
1683,573,1,4003,7,
1684,573,2,4003,32,1645.68
1685,574,1,4010,24,898.80
1686,575,1,4013,14,1939.23
1687,575,2,4015,33,526.93
1688,576,1,4000,8,1289.20
1689,577,1,4014,27,1751.87
1690,577,2,4006,30,1158.84
1691,577,3,4001,13,231.84
1692,577,4,4017,49,720.65
1693,577,5,4001,-5,1872.74
1694,578,1,4002,2,972.85
1695,579,1,4000,12,1328.51
1696,579,2,4006,39,1935.64
1697,579,3,4005,49,1614.18
1698,580,1,4016,13,762.39
1699,581,1,4020,12,63.31
1700,581,2,4011,32,694.50
1701,581,3,4014,43,1819.99
1702,581,4,4000,15,388.31
1703,582,1,4007,24,1385.47
1704,582,2,4001,23,461.01
1705,582,3,4016,31,1815.72
1706,583,1,4005,25,1577.95
1707,583,2,4003,13,206.35
1708,584,1,4017,42,1649.02
1709,584,2,4015,44,1924.20
1710,584,3,4017,43,1264.23
1711,585,1,4004,50,408.61
1712,585,2,4004,14,1928.70
1713,585,3,4009,11,1021.63
1714,586,1,4020,10,1980.88
1715,586,2,4019,12,1917.13
1716,586,3,4020,22,1315.62
1717,587,1,4015,16,1299.03
1718,587,2,4017,18,480.27
1719,889719,3,4002,20,1309.87
1720,587,4,4009,15,357.28
1721,588,1,4010,15,1442.99
1722,588,2,4002,47,957.53
1723,588,3,4008,12,1322.78
1724,588,4,4008,5,1535.19
1725,589,1,4006,37,191.73
1726,590,1,4000,21,998.34
1727,590,2,4002,-9,345.77
1728,590,3,4004,40,997.30
1729,590,4,4019,20,411.55
1730,590,5,4016,26,1137.39
1731,591,1,4019,14,858.46
1732,591,2,4014,50,881.32
1733,591,3,4017,22,1928.03
1734,591,4,4018,27,1682.91
1735,592,1,4006,13,192.47
1736,592,2,4005,2,1347.51
1737,592,3,4000,15,100.90
1738,593,1,4009,32,551.85
1739,593,2,4014,-31,109.38
1740,593,3,4009,26,1094.06
1741,594,1,4006,29,1847.48
1742,594,2,4010,25,858.99
1743,594,3,4006,-3,496.09
1744,594,4,4005,3,778.38
1745,594,5,4004,30,228.72
1746,595,1,4014,45,648.98
1747,595,2,4014,-47,742.33
1748,595,3,4010,27,858.87
1749,595,4,4010,40,1053.80
1750,595,5,4009,40,1845.98
1751,596,1,4009,49,1803.24
1752,596,2,4012,46,155.26
1753,596,3,4008,37,1182.29
1754,597,1,4008,38,460.57
1755,597,2,4004,2,1355.28
1756,597,3,4015,15,663.09
