PaymentID,InvoiceID,PaymentDate,Amount,Currency,PaymentMethod
595,727,2025-11-08,7496.27,GBP,Check
596,728,2025-04-13,31351.04,GBP,ACH
597,730,2025-04-01,8669.62,EUR,SEPA
598,731,2025-09-12,52685.94,USD,Check
599,732,2025-12-09,30418.13,JPY,Card
600,733,2025-12-30,4947.96,EUR,Check
601,735,2025-10-24,82825.14,JPY,SEPA
602,736,2025-01-11,109565.37,JPY,Check
603,739,2025-07-29,35628.74,EUR,SEPA
604,741,2025-09-12,1009.14,JPY,ACH
605,742,2025-06-11,51.25,USD,SEPA
606,743,2025-06-05,77379.47,AUD,ACH
607,744,2025-04-03,16036.47,AUD,Wire
608,745,2025-04-25,36240.17,USD,SEPA
609,746,2025-08-13,115183.16,GBP,Wire
610,747,2025-06-01,19462.40,GBP,Card
611,748,2025-06-29,26684.60,EUR,ACH
612,749,2025-03-20,125832.15,EUR,Card
613,750,2025-05-17,17273.64,CAD,
614,751,2025-10-12,36912.98,USD,Check
615,752,2025-07-31,59753.97,CAD,ACH
616,754,2025-08-12,67194.89,AUD,SEPA
617,755,2025-06-27,9186.53,GBP,Card
618,756,2025-07-30,165323.32,JPY,ACH
619,757,2025-10-14,26061.70,AUD,ACH
620,758,2025-02-13,91016.63,JPY,Wire
621,759,2025-12-23,74245.85,JPY,Card
622,760,2025-07-08,63108.86,USD,Check
623,761,2025-11-09,48067.72,CAD,ACH
624,762,2025-02-27,31547.23,AUD,
625,763,2025-11-26,30347.55,EUR,Card
626,764,2025-06-23,22468.14,CAD,Card
627,765,2025-04-05,49591.41,CAD,Wire
628,766,2025-09-13,38170.54,AUD,Check
629,769,2025-04-18,52232.65,USD,Check
630,770,2025-12-15,176823.92,USD,ACH
631,771,2025-04-22,26792.03,CAD,Card
632,772,2025-09-27,46431.88,AUD,Card
633,773,2025-05-31,94342.42,USD,ACH
634,774,2025-03-31,86343.83,GBP,Card
635,775,2025-04-14,122666.86,USD,
636,777,2025-03-08,47324.91,JPY,Check
637,778,2025-02-13,100107.25,EUR,Wire
638,779,2025-08-28,53791.60,CAD,Wire
639,783,2025-09-24,88741.24,JPY,Wire
640,784,2025-10-01,28426.24,JPY,
641,785,2025-06-26,7760.62,AUD,SEPA
642,786,2025-08-26,58252.65,GBP,Card
643,787,2025-04-27,1690.24,CAD,
644,789,2025-09-09,12979.64,AUD,ACH
645,790,2025-11-30,37527.01,EUR,
646,791,2025-01-26,78345.60,CAD,Check
647,792,2025-08-21,78489.24,USD,Wire
648,795,2025-10-23,49029.62,JPY,Wire
649,796,2026-01-28,59154.02,GBP,ACH
650,797,2025-11-26,88216.81,GBP,ACH
651,798,2025-06-27,28983.13,CAD,ACH
652,799,2025-12-22,1906.45,USD,ACH
653,800,2025-08-07,31680.85,GBP,SEPA
654,801,2025-12-29,33448.40,EUR,Check
655,802,2025-03-23,13066.07,CAD,ACH
656,803,2025-05-30,1023.22,CAD,Card
657,806,2025-12-24,161784.43,USD,Wire
658,807,2025-03-02,49310.61,GBP,SEPA
659,808,2025-04-06,61454.44,EUR,Card
660,810,2025-02-02,89265.03,EUR,SEPA
661,811,2026-01-13,33177.39,CAD,Card
662,813,2025-06-27,136922.78,GBP,Check
663,814,2025-12-02,23183.37,GBP,Check
664,817,2025-02-19,36195.15,EUR,Check
665,819,2025-03-17,75763.21,EUR,Check
666,822,2025-10-08,89181.21,CAD,Wire
667,823,2025-12-19,21949.21,USD,Check
668,824,2025-05-12,24468.60,GBP,
669,825,2025-08-31,46607.23,CAD,ACH
670,826,2025-11-30,43714.67,AUD,Wire
671,827,2025-08-12,18856.04,GBP,Wire
672,829,2025-08-30,100841.90,JPY,Wire
673,830,2025-12-13,25922.64,JPY,ACH
674,831,2025-11-09,67067.13,JPY,SEPA
675,832,2025-09-12,39590.59,EUR,Wire
676,833,2025-06-13,39350.78,GBP,ACH
677,834,2025-09-05,48747.35,EUR,
678,835,2025-12-07,17409.82,GBP,Check
679,836,2025-12-26,158737.79,GBP,Wire
680,837,2025-07-28,13507.80,GBP,SEPA
681,838,2025-08-13,32631.72,GBP,Card
682,841,2025-03-16,15605.95,EUR,Check
683,842,2025-10-27,7723.82,AUD,Wire
684,843,2025-12-21,119271.10,GBP,ACH
685,844,2025-06-25,21080.55,GBP,Card
686,845,2025-09-24,32516.96,CAD,Check
687,846,2025-02-18,18183.27,USD,Check
688,847,2025-08-10,17664.37,CAD,ACH
689,848,2025-02-26,78106.19,EUR,Card
690,850,2025-08-23,22325.43,USD,Wire
691,851,2025-11-20,17526.30,GBP,Check
692,853,2025-04-13,50976.99,EUR,Card
693,856,2025-07-04,5859.47,USD,
694,857,2025-10-06,28803.80,AUD,Check
695,858,2025-04-06,108669.49,JPY,SEPA
696,859,2025-08-06,110754.82,USD,SEPA
697,860,2025-09-26,78298.18,CAD,Check
698,861,2025-03-12,181167.67,AUD,ACH
699,862,2025-09-04,79553.96,JPY,Wire
700,863,2025-09-27,26773.67,USD,Card
701,864,2025-09-09,115460.15,USD,Card
702,865,2025-11-10,21764.80,EUR,SEPA
703,866,2025-07-02,48307.16,JPY,ACH
704,867,2025-09-30,90946.54,CAD,ACH
705,868,2025-12-16,62208.28,AUD,Card
706,870,2025-01-27,96284.47,AUD,
707,871,2025-01-18,38718.70,EUR,Card
708,872,2025-04-25,15242.44,USD,SEPA
709,874,2025-01-09,27654.50,USD,Check
710,875,2025-08-05,5747.45,JPY,ACH
711,876,2025-11-04,51505.74,AUD,Card
712,879,2025-11-15,29234.64,GBP,ACH
713,880,2025-11-21,12709.34,GBP,ACH
714,881,2025-07-08,23324.08,GBP,SEPA
715,882,2025-06-14,4209.65,CAD,Card
716,884,2025-08-17,5715.99,GBP,Check
717,885,2025-02-07,10682.41,JPY,
718,886,2025-09-09,17302.77,GBP,ACH
719,887,2025-12-25,20560.96,GBP,
720,888,2025-03-05,0.00,GBP,Card
721,889,2025-12-03,386.05,AUD,Wire
722,891,2025-03-18,69695.87,GBP,ACH
723,892,2025-04-25,51530.29,CAD,Check
724,893,2025-04-28,35262.52,CAD,Check
725,896,2025-09-18,32164.18,AUD,Check
726,897,2025-07-27,51685.45,AUD,SEPA
727,899,2025-02-27,43681.83,GBP,Check
728,900,2025-09-17,1135.65,EUR,
729,901,2025-06-05,118981.68,CAD,Check
730,904,2025-04-09,74821.55,CAD,Check
731,905,2025-11-22,50848.20,GBP,Card
732,907,2025-05-26,6658.32,USD,Card
733,908,2025-09-24,28632.77,USD,ACH
734,909,2025-03-16,81083.91,AUD,Card
735,910,2025-04-29,11781.93,GBP,SEPA
736,911,2025-11-09,93031.71,USD,Card
737,913,2025-09-19,46779.83,JPY,SEPA
738,914,2025-05-28,37330.45,EUR,Card
739,915,2025-12-27,4589.60,USD,ACH
740,917,2025-02-15,111789.48,CAD,Card
741,918,2025-02-20,52446.07,JPY,SEPA
742,919,2025-12-18,104475.87,USD,Check
743,921,2025-09-05,36507.79,GBP,ACH
744,922,2025-07-09,44554.15,JPY,Wire
745,923,2025-07-19,6124.08,EUR,Check
746,924,2025-12-06,70414.11,USD,SEPA
747,926,2025-07-24,7382.79,USD,Wire
748,927,2025-09-14,99332.26,EUR,Check
749,928,2025-06-29,137412.82,EUR,ACH
750,929,2025-05-22,106136.50,AUD,Check
751,930,2025-01-09,98905.27,GBP,SEPA
752,932,2025-06-28,2021.51,EUR,Card
753,933,2025-12-17,70312.11,USD,ACH
754,934,2025-10-02,56512.11,AUD,Wire
755,935,2025-12-26,15575.96,AUD,Wire
756,936,2025-11-18,25894.34,EUR,Card
757,937,2025-09-20,6895.13,CAD,Check
758,938,2025-06-27,83883.92,GBP,Check
759,939,2025-06-17,107470.96,GBP,Check
760,940,2025-07-15,29219.88,EUR,SEPA
761,941,2025-03-05,38226.06,GBP,Card
762,942,2025-03-04,110030.91,USD,Card
763,945,2025-11-20,27227.87,USD,Wire
764,946,2025-05-22,2344.21,GBP,SEPA
765,947,2026-01-01,79900.48,USD,
766,948,2025-08-28,104603.24,JPY,Check
767,949,2025-07-11,76585.61,JPY,SEPA
768,950,2025-11-23,59022.87,AUD,Wire
769,951,2025-02-10,89573.67,USD,Wire
770,952,2025-08-16,44255.69,EUR,Card
771,953,2026-01-06,18101.00,USD,ACH
772,954,2025-07-19,5927.21,GBP,ACH
773,955,2025-05-27,39992.06,JPY,SEPA
774,956,2025-02-23,3577.78,CAD,ACH
775,957,2025-03-23,30726.01,JPY,Wire
776,958,2025-04-27,37743.24,AUD,SEPA
777,959,2025-01-31,36070.17,EUR,SEPA
778,960,2025-05-10,153309.90,USD,ACH
779,961,2025-02-27,31185.04,JPY,Check
780,962,2027-03-13,41472.64,JPY,Card
781,963,2025-07-31,12027.00,AUD,Card
782,964,2025-09-14,32975.37,GBP,ACH
783,966,2026-11-17,31038.15,USD,ACH
784,967,2026-01-12,63849.23,AUD,SEPA
785,968,2025-11-29,26628.87,AUD,Wire
786,969,2025-04-07,68713.59,USD,Card
787,970,2025-10-02,13732.66,JPY,SEPA
788,971,2025-09-05,109261.20,USD,Check
789,972,2026-01-03,91362.40,USD,ACH
790,973,2025-06-19,84660.27,USD,Card
791,974,2025-09-03,21701.76,AUD,ACH
792,975,2025-09-30,5966.91,AUD,Check
793,977,2025-12-21,1909.93,JPY,Card
794,978,2025-01-15,165031.19,JPY,Wire
795,979,2025-05-04,126763.31,CAD,SEPA
796,980,2026-02-09,11405.23,AUD,ACH
797,981,2025-04-27,39389.40,AUD,SEPA
798,982,2025-05-05,47825.78,USD,Wire
799,983,2025-04-22,82659.46,GBP,ACH
800,984,2025-05-02,136025.43,USD,ACH
801,985,2025-12-17,88125.11,JPY,Wire
802,986,2025-02-27,5712.03,EUR,Check
803,987,2025-08-22,69086.06,USD,SEPA
804,988,2025-03-20,61959.40,USD,Check
805,989,2025-05-22,36548.63,GBP,ACH
806,990,2025-04-03,43074.47,EUR,Wire
807,991,2027-02-16,40749.05,GBP,Check
808,992,2025-06-26,115199.47,GBP,SEPA
809,993,2025-10-25,5012.03,JPY,ACH
810,994,2025-09-30,4132.93,AUD,SEPA
811,996,2025-04-29,101980.88,USD,Wire
812,997,2025-12-06,32502.82,CAD,ACH
813,998,2025-12-29,25597.30,AUD,SEPA
814,999,2025-06-20,26246.01,EUR,Card
815,226,2025-06-18,0.00,JPY,Card
816,231,2025-10-30,40841.18,USD,Check
817,264,2025-08-10,162352.72,AUD,Check
818,267,2025-05-30,51446.05,JPY,ACH
819,290,2025-06-02,177762.22,AUD,
820,295,2025-07-27,123570.31,USD,Wire
821,354,2025-05-20,78628.48,JPY,Card
822,407,2025-11-26,15581.63,EUR,SEPA
823,443,2025-09-28,89566.87,JPY,SEPA
824,470,2025-04-11,7962.63,JPY,Wire
825,609,2025-08-23,27838.62,CAD,Wire
826,642,2025-05-05,35526.34,CAD,Check
827,707,2026-01-01,1008.61,EUR,
828,778,2025-01-30,68784.63,EUR,Card
829,909,2025-04-09,35131.71,AUD,Card
830,943,2025-10-24,91227.29,AUD,SEPA
831,961,2025-03-16,38239.32,JPY,ACH
