RateDate,FromCurrency,ToCurrency,Rate
2025-05-11,CAD,USD,0.749395
2025-05-11,AUD,USD,0.667208
2025-05-12,USD,USD,1.010318
2025-05-12,EUR,USD,1.104315
2025-05-12,GBP,USD,1.239928
2025-05-12,JPY,USD,0.006619
2025-05-12,CAD,USD,0.742080
2025-05-12,AUD,USD,0.655876
2025-05-13,USD,USD,1.015465
2025-05-13,EUR,USD,1.109531
2025-05-13,GBP,USD,1.244809
2025-05-13,JPY,USD,0.006895
2025-05-13,CAD,USD,0.748000
2025-05-13,AUD,USD,0.676199
2025-05-14,USD,USD,0.995635
2025-05-14,EUR,USD,1.053217
2025-05-14,GBP,USD,1.296677
2025-05-14,JPY,USD,0.006763
2025-05-14,CAD,USD,0.741974
2025-05-14,AUD,USD,0.647748
2025-05-15,USD,USD,1.018270
2025-05-15,EUR,USD,1.060786
2025-05-15,GBP,USD,1.291721
2025-05-15,JPY,USD,0.006823
2025-05-15,CAD,USD,0.724804
2025-05-15,AUD,USD,0.655468
2025-05-16,EUR,USD,1.057533
2025-05-16,GBP,USD,1.248378
2025-05-16,JPY,USD,0.006831
2025-05-16,CAD,USD,0.000000
2025-05-16,AUD,USD,0.662111
2025-05-17,USD,USD,0.981015
2025-05-17,EUR,USD,1.075234
2025-05-17,GBP,USD,0.000000
2025-05-17,JPY,USD,0.006840
2025-05-17,CAD,USD,0.738069
2025-05-17,AUD,USD,0.000000
2025-05-18,USD,USD,0.970342
2025-05-18,EUR,USD,1.112250
2025-05-18,GBP,USD,1.260568
2025-05-18,JPY,USD,0.006584
2025-05-18,CAD,USD,0.755537
2025-05-18,AUD,USD,0.648861
2025-05-19,USD,USD,0.998858
2025-05-19,EUR,USD,1.066047
2025-05-19,GBP,USD,1.240683
2025-05-19,JPY,USD,0.006860
2025-05-19,CAD,USD,0.723722
2025-05-19,AUD,USD,0.676082
2025-05-20,USD,USD,1.007395
2025-05-20,EUR,USD,1.081275
2025-05-20,GBP,USD,1.287304
2025-05-20,JPY,USD,0.006757
2025-05-20,CAD,USD,0.000000
2025-05-20,AUD,USD,0.655036
2025-05-21,USD,USD,0.980677
2025-05-21,EUR,USD,1.056596
2025-05-21,GBP,USD,1.286109
2025-05-21,CAD,USD,0.725083
2025-05-21,AUD,USD,0.658706
2025-05-22,USD,USD,1.001748
2025-05-22,EUR,USD,1.105307
2025-05-22,GBP,USD,1.288997
2025-05-22,JPY,USD,0.006544
2025-05-22,CAD,USD,0.738592
2025-05-22,AUD,USD,0.000000
2025-05-23,USD,USD,0.989192
2025-05-23,EUR,USD,1.104279
2025-05-23,JPY,USD,0.006568
2025-05-23,CAD,USD,0.739260
2025-05-23,AUD,USD,0.648465
2025-05-24,USD,USD,1.010423
2025-05-24,EUR,USD,1.087020
2025-05-24,JPY,USD,0.006629
2025-05-24,CAD,USD,0.740080
2025-05-24,AUD,USD,0.676992
2025-05-25,USD,USD,0.999794
2025-05-25,EUR,USD,1.079491
2025-05-25,GBP,USD,1.287227
2025-05-25,JPY,USD,0.006657
2025-05-25,CAD,USD,0.732885
2025-05-26,USD,USD,0.999853
2025-05-26,EUR,USD,1.089152
2025-05-26,GBP,USD,1.287151
2025-05-26,JPY,USD,0.006546
2025-05-26,CAD,USD,0.723591
2025-05-26,AUD,USD,0.646443
2025-05-27,USD,USD,0.995631
2025-05-27,EUR,USD,1.049611
2025-05-27,GBP,USD,1.259627
2025-05-27,JPY,USD,0.006626
2025-05-27,CAD,USD,0.749469
2025-05-27,AUD,USD,0.671958
2025-05-28,USD,USD,1.010098
2025-05-28,EUR,USD,1.100217
2025-05-28,GBP,USD,1.270778
2025-05-28,JPY,USD,0.006763
2025-05-28,CAD,USD,0.753017
2025-05-29,USD,USD,1.008083
2025-05-29,EUR,USD,1.063570
2025-05-29,GBP,USD,1.275909
2025-05-29,JPY,USD,0.006802
2025-05-29,CAD,USD,0.732686
2025-05-29,AUD,USD,0.656124
2025-05-30,USD,USD,1.005068
2025-05-30,GBP,USD,1.268776
2025-05-30,JPY,USD,0.006680
2025-05-30,CAD,USD,0.757738
2025-05-30,AUD,USD,0.671822
2025-05-31,EUR,USD,1.093217
2025-05-31,GBP,USD,1.266351
2025-05-31,JPY,USD,0.006763
2025-05-31,CAD,USD,0.724405
2025-05-31,AUD,USD,0.663487
2025-06-01,USD,USD,1.001448
2025-06-01,EUR,USD,1.070977
2025-06-01,GBP,USD,1.266844
2025-06-01,JPY,USD,0.006881
2025-06-01,CAD,USD,0.748906
2025-06-01,AUD,USD,0.646671
2025-06-02,USD,USD,1.018935
2025-06-02,EUR,USD,1.090755
2025-06-02,GBP,USD,1.272172
2025-06-02,JPY,USD,0.006614
2025-06-02,CAD,USD,0.743798
2025-06-02,AUD,USD,0.655759
2025-06-03,USD,USD,0.984385
2025-06-03,EUR,USD,1.074577
2025-06-03,GBP,USD,1.305907
2025-06-03,JPY,USD,0.006893
2025-06-03,AUD,USD,0.655661
2025-06-04,USD,USD,0.994661
2025-06-04,EUR,USD,1.051430
2025-06-04,GBP,USD,1.238900
2025-06-04,JPY,USD,0.006854
2025-06-04,CAD,USD,0.756591
2025-06-04,AUD,USD,0.674602
2025-06-05,USD,USD,0.983029
2025-06-05,EUR,USD,1.065481
2025-06-05,GBP,USD,1.240830
2025-06-05,JPY,USD,0.006622
2025-06-05,CAD,USD,0.724340
2025-06-05,AUD,USD,0.650699
2025-06-06,USD,USD,1.004058
2025-06-06,EUR,USD,1.097192
2025-06-06,GBP,USD,1.286657
2025-06-06,JPY,USD,0.006620
2025-06-06,CAD,USD,0.734099
2025-06-06,AUD,USD,0.678957
2025-06-07,USD,USD,1.008501
2025-06-07,EUR,USD,1.072703
2025-06-07,GBP,USD,1.270084
2025-06-07,JPY,USD,0.006792
2025-06-07,CAD,USD,0.745407
2025-06-07,AUD,USD,0.670481
2025-06-08,EUR,USD,1.077714
2025-06-08,GBP,USD,1.306696
2025-06-08,JPY,USD,0.006588
2025-06-08,CAD,USD,0.725678
2025-06-08,AUD,USD,0.653648
2025-06-09,USD,USD,0.980291
2025-06-09,EUR,USD,1.052539
2025-06-09,GBP,USD,1.251026
2025-06-09,JPY,USD,0.006595
2025-06-09,CAD,USD,0.754470
2025-06-10,USD,USD,1.019078
2025-06-10,EUR,USD,1.074541
2025-06-10,GBP,USD,1.276884
2025-06-10,JPY,USD,0.006824
2025-06-10,CAD,USD,0.751098
2025-06-10,AUD,USD,0.675086
2025-06-11,USD,USD,0.973832
2025-06-11,GBP,USD,1.257668
2025-06-11,JPY,USD,0.006606
2025-06-11,CAD,USD,0.722345
2025-06-11,AUD,USD,0.645696
2025-06-12,USD,USD,0.972646
2025-06-12,EUR,USD,1.059734
2025-06-12,GBP,USD,1.302641
2025-06-12,JPY,USD,0.006899
2025-06-12,CAD,USD,0.746166
2025-06-12,AUD,USD,0.662146
2025-06-13,USD,USD,1.012121
2025-06-13,EUR,USD,1.049977
2025-06-13,GBP,USD,1.260911
2025-06-13,JPY,USD,0.006887
2025-06-13,CAD,USD,0.719239
2025-06-13,AUD,USD,0.643557
2025-06-14,USD,USD,0.993535
2025-06-14,EUR,USD,1.079244
2025-06-14,GBP,USD,1.301803
2025-06-14,JPY,USD,0.006732
2025-06-14,CAD,USD,0.755232
2025-06-14,AUD,USD,0.663945
2025-06-15,USD,USD,0.998232
2025-06-15,EUR,USD,1.105769
2025-06-15,GBP,USD,1.244887
2025-06-15,JPY,USD,0.006700
2025-06-15,CAD,USD,0.744476
2025-06-15,AUD,USD,0.655642
2025-06-16,USD,USD,1.013193
2025-06-16,EUR,USD,1.061753
2025-06-16,JPY,USD,0.006612
2025-06-16,CAD,USD,0.761101
2025-06-16,AUD,USD,0.669586
2025-06-17,USD,USD,1.016050
2025-06-17,EUR,USD,0.000000
2025-06-17,GBP,USD,1.278946
2025-06-17,JPY,USD,0.000000
2025-06-17,CAD,USD,0.739386
2025-06-17,AUD,USD,0.643648
2025-06-18,USD,USD,0.993365
2025-06-18,EUR,USD,1.101932
2025-06-18,GBP,USD,1.233678
2025-06-18,JPY,USD,0.006638
2025-06-18,CAD,USD,0.761430
2025-06-18,AUD,USD,0.656249
2025-06-19,USD,USD,0.986585
2025-06-19,EUR,USD,1.097093
2025-06-19,GBP,USD,1.294609
2025-06-19,JPY,USD,0.006773
2025-06-19,CAD,USD,0.738168
2025-06-19,AUD,USD,0.650179
2025-06-20,USD,USD,0.991157
2025-06-20,EUR,USD,1.052528
2025-06-20,GBP,USD,1.294214
2025-06-20,JPY,USD,0.006683
2025-06-20,CAD,USD,0.721454
2025-06-20,AUD,USD,0.646928
2025-06-21,USD,USD,1.015091
2025-06-21,EUR,USD,1.084057
2025-06-21,GBP,USD,1.256875
2025-06-21,JPY,USD,0.006659
2025-06-21,CAD,USD,0.759989
2025-06-21,AUD,USD,0.642585
2025-06-22,USD,USD,0.986152
2025-06-22,EUR,USD,1.064592
2025-06-22,GBP,USD,1.238160
2025-06-22,JPY,USD,0.006726
2025-06-22,CAD,USD,0.727629
2025-06-22,AUD,USD,0.668204
2025-06-23,USD,USD,1.022245
2025-06-23,EUR,USD,1.058034
2025-06-23,GBP,USD,1.241870
2025-06-23,JPY,USD,0.006608
2025-06-23,CAD,USD,0.735466
2025-06-23,AUD,USD,0.656342
2025-06-24,USD,USD,1.001535
2025-06-24,EUR,USD,1.059235
2025-06-24,GBP,USD,1.277866
2025-06-24,CAD,USD,0.722347
2025-06-24,AUD,USD,0.643567
2025-06-25,USD,USD,1.029543
2025-06-25,EUR,USD,1.099659
2025-06-25,GBP,USD,1.260376
2025-06-25,JPY,USD,0.006620
2025-06-25,CAD,USD,0.736887
2025-06-25,AUD,USD,0.665166
2025-06-26,USD,USD,0.998274
2025-06-26,EUR,USD,1.057861
2025-06-26,GBP,USD,1.250211
2025-06-26,JPY,USD,0.006790
2025-06-26,CAD,USD,0.752571
2025-06-26,AUD,USD,0.653746
2025-06-27,USD,USD,0.991425
2025-06-27,EUR,USD,1.051370
2025-06-27,GBP,USD,1.240345
2025-06-27,JPY,USD,0.006600
2025-06-27,CAD,USD,0.722730
2025-06-27,AUD,USD,0.664921
2025-06-28,EUR,USD,1.087664
2025-06-28,GBP,USD,1.250911
2025-06-28,JPY,USD,0.006582
2025-06-28,CAD,USD,0.731623
2025-06-29,USD,USD,0.000000
2025-06-29,EUR,USD,0.000000
2025-06-29,GBP,USD,1.265429
2025-06-29,JPY,USD,0.006901
2025-06-29,CAD,USD,0.753985
2025-06-29,AUD,USD,0.677129
2025-06-30,USD,USD,0.987139
2025-06-30,EUR,USD,1.064122
2025-06-30,GBP,USD,1.295548
2025-06-30,JPY,USD,0.006569
2025-06-30,CAD,USD,0.732327
2025-07-01,USD,USD,0.983733
2025-07-01,EUR,USD,1.080470
2025-07-01,GBP,USD,1.240408
2025-07-01,JPY,USD,0.006605
2025-07-01,CAD,USD,0.757494
2025-07-01,AUD,USD,0.668646
2025-07-02,USD,USD,1.006201
2025-07-02,EUR,USD,1.094595
2025-07-02,GBP,USD,1.285763
2025-07-02,JPY,USD,0.006827
2025-07-02,CAD,USD,0.731055
2025-07-02,AUD,USD,0.649635
2025-07-03,USD,USD,0.974353
2025-07-03,EUR,USD,1.057722
2025-07-03,GBP,USD,1.272005
2025-07-03,JPY,USD,0.006602
2025-07-03,CAD,USD,0.740094
2025-07-03,AUD,USD,0.667425
2025-07-04,USD,USD,1.011091
2025-07-04,EUR,USD,1.096110
2025-07-04,GBP,USD,1.264172
2025-07-04,CAD,USD,0.723491
2025-07-04,AUD,USD,0.671779
2025-07-05,USD,USD,0.999013
2025-07-05,EUR,USD,1.079695
2025-07-05,GBP,USD,1.235168
2025-07-05,JPY,USD,0.006588
2025-07-05,CAD,USD,0.743881
2025-07-05,AUD,USD,0.643677
2025-07-06,USD,USD,0.989417
2025-07-06,EUR,USD,1.089564
2025-07-06,GBP,USD,1.282698
2025-07-06,JPY,USD,0.006725
2025-07-06,CAD,USD,0.740094
2025-07-06,AUD,USD,0.667130
2025-07-07,USD,USD,1.001264
2025-07-07,EUR,USD,1.095728
2025-07-07,GBP,USD,1.295592
2025-07-07,JPY,USD,0.006668
2025-07-07,AUD,USD,0.649685
2025-07-08,USD,USD,0.985053
2025-07-08,EUR,USD,1.104793
2025-07-08,GBP,USD,1.240782
2025-07-08,JPY,USD,0.006735
2025-07-08,CAD,USD,0.723647
2025-07-08,AUD,USD,0.660426
2025-07-09,USD,USD,0.974043
2025-07-09,EUR,USD,1.089152
2025-07-09,GBP,USD,1.296340
2025-07-09,JPY,USD,0.006804
2025-07-09,CAD,USD,0.742373
2025-07-09,AUD,USD,0.672960
2025-07-10,USD,USD,1.014372
2025-07-10,EUR,USD,1.062145
2025-07-10,GBP,USD,1.235782
2025-07-10,JPY,USD,0.006851
2025-07-10,CAD,USD,0.733231
2025-07-10,AUD,USD,0.650117
2025-07-11,USD,USD,0.978049
2025-07-11,GBP,USD,1.269075
2025-07-11,JPY,USD,0.006743
2025-07-11,CAD,USD,0.736681
2025-07-11,AUD,USD,0.640872
2025-07-12,USD,USD,0.983573
2025-07-12,EUR,USD,1.057314
2025-07-12,GBP,USD,1.258440
2025-07-12,JPY,USD,0.006641
2025-07-12,CAD,USD,0.750275
2025-07-12,AUD,USD,0.652452
2025-07-13,USD,USD,1.022792
2025-07-13,EUR,USD,1.061667
2025-07-13,GBP,USD,1.233307
2025-07-13,JPY,USD,0.006710
2025-07-13,CAD,USD,0.748648
2025-07-13,AUD,USD,0.653065
2025-07-14,USD,USD,0.990492
2025-07-14,EUR,USD,0.000000
2025-07-14,GBP,USD,0.000000
2025-07-14,JPY,USD,0.006838
2025-07-14,CAD,USD,0.749762
2025-07-14,AUD,USD,0.656558
2025-07-15,USD,USD,0.990090
2025-07-15,EUR,USD,1.104275
2025-07-15,GBP,USD,1.302775
2025-07-15,JPY,USD,0.006694
2025-07-15,CAD,USD,0.727084
2025-07-15,AUD,USD,0.649250
2025-07-16,USD,USD,0.988223
2025-07-16,EUR,USD,1.063558
2025-07-16,GBP,USD,0.000000
2025-07-16,JPY,USD,0.006580
2025-07-16,CAD,USD,0.749640
2025-07-17,USD,USD,0.983495
2025-07-17,EUR,USD,1.092214
2025-07-17,GBP,USD,1.247206
2025-07-17,JPY,USD,0.006550
2025-07-17,CAD,USD,0.732453
2025-07-18,USD,USD,1.018374
2025-07-18,EUR,USD,1.071521
2025-07-18,GBP,USD,1.266653
2025-07-18,JPY,USD,0.006810
2025-07-18,CAD,USD,0.755732
2025-07-18,AUD,USD,0.643061
2025-07-19,USD,USD,1.005964
2025-07-19,EUR,USD,1.105885
2025-07-19,GBP,USD,1.237526
2025-07-19,JPY,USD,0.006677
2025-07-19,CAD,USD,0.728726
2025-07-19,AUD,USD,0.654141
2025-07-20,USD,USD,1.000489
2025-07-20,EUR,USD,1.093163
2025-07-20,GBP,USD,1.295884
2025-07-20,JPY,USD,0.006784
2025-07-20,CAD,USD,0.757288
2025-07-20,AUD,USD,0.662451
2025-07-21,USD,USD,0.981383
2025-07-21,EUR,USD,1.095575
2025-07-21,GBP,USD,1.293530
2025-07-21,JPY,USD,0.006789
2025-07-21,CAD,USD,0.755284
2025-07-21,AUD,USD,0.670967
2025-07-22,USD,USD,1.012422
2025-07-22,EUR,USD,1.071414
2025-07-22,GBP,USD,1.265702
2025-07-22,JPY,USD,0.006726
2025-07-22,CAD,USD,0.751722
2025-07-22,AUD,USD,0.000000
2025-07-23,USD,USD,0.977021
2025-07-23,GBP,USD,1.261074
2025-07-23,CAD,USD,0.741379
2025-07-24,USD,USD,0.978391
2025-07-24,EUR,USD,1.107632
2025-07-24,GBP,USD,1.273744
2025-07-24,JPY,USD,0.006804
2025-07-24,CAD,USD,0.755648
2025-07-25,USD,USD,1.008812
2025-07-25,EUR,USD,1.080213
2025-07-25,JPY,USD,0.006757
2025-07-25,CAD,USD,0.733229
2025-07-25,AUD,USD,0.672099
2025-07-26,USD,USD,1.005337
2025-07-26,EUR,USD,1.064489
2025-07-26,GBP,USD,1.250492
2025-07-26,JPY,USD,0.006501
2025-07-26,CAD,USD,0.729812
2025-07-26,AUD,USD,0.661294
2025-07-27,USD,USD,1.009665
2025-07-27,EUR,USD,1.080169
2025-07-27,GBP,USD,1.244155
2025-07-27,JPY,USD,0.006888
2025-07-27,CAD,USD,0.756970
2025-07-27,AUD,USD,0.659815
2025-07-28,USD,USD,0.971960
2025-07-28,EUR,USD,1.048516
2025-07-28,GBP,USD,1.241208
2025-07-28,CAD,USD,0.718936
2025-07-28,AUD,USD,0.678461
2025-07-29,USD,USD,1.001143
2025-07-29,EUR,USD,1.076179
2025-07-29,GBP,USD,1.255448
2025-07-29,JPY,USD,0.006661
2025-07-29,AUD,USD,0.664134
2025-07-30,USD,USD,1.001868
2025-07-30,EUR,USD,1.051986
2025-07-30,GBP,USD,1.304980
2025-07-30,JPY,USD,0.006764
2025-07-30,CAD,USD,0.749312
2025-07-30,AUD,USD,0.643629
2025-07-31,USD,USD,0.981779
2025-07-31,EUR,USD,1.096070
2025-07-31,GBP,USD,1.275899
2025-07-31,JPY,USD,0.006726
2025-07-31,CAD,USD,0.743979
2025-07-31,AUD,USD,0.670755
2025-08-01,USD,USD,0.996859
2025-08-01,GBP,USD,1.280116
2025-08-01,JPY,USD,0.006709
2025-08-01,CAD,USD,0.754986
2025-08-02,USD,USD,0.982747
2025-08-02,EUR,USD,1.083247
2025-08-02,GBP,USD,1.282887
2025-08-02,JPY,USD,0.006539
2025-08-02,CAD,USD,0.748462
2025-08-02,AUD,USD,0.664890
2025-08-03,USD,USD,0.970511
2025-08-03,EUR,USD,1.080635
2025-08-03,GBP,USD,1.258437
2025-08-03,JPY,USD,0.006630
2025-08-03,CAD,USD,0.722482
2025-08-03,AUD,USD,0.642437
2025-08-04,USD,USD,1.020533
2025-08-04,EUR,USD,1.111592
2025-08-04,GBP,USD,1.274472
2025-08-04,JPY,USD,0.006851
2025-08-04,CAD,USD,0.760873
2025-08-05,USD,USD,1.000209
2025-08-05,GBP,USD,1.263725
2025-08-05,JPY,USD,0.006693
2025-08-05,CAD,USD,0.729623
2025-08-05,AUD,USD,0.647129
2025-08-06,USD,USD,0.997920
2025-08-06,EUR,USD,1.084937
2025-08-06,GBP,USD,1.285089
2025-08-06,JPY,USD,0.006626
2025-08-06,CAD,USD,0.733582
2025-08-06,AUD,USD,0.651968
2025-08-07,USD,USD,1.001911
2025-08-07,EUR,USD,1.094275
2025-08-07,JPY,USD,0.006544
2025-08-07,CAD,USD,0.751628
2025-08-07,AUD,USD,0.669338
2025-08-08,USD,USD,0.983933
2025-08-08,EUR,USD,1.077405
2025-08-08,GBP,USD,1.307581
2025-08-08,JPY,USD,0.006665
2025-08-08,CAD,USD,0.718210
2025-08-08,AUD,USD,0.669315
2025-08-09,USD,USD,0.983400
2025-08-09,EUR,USD,1.059101
2025-08-09,GBP,USD,1.264538
2025-08-09,JPY,USD,0.006799
2025-08-09,CAD,USD,0.748354
2025-08-09,AUD,USD,0.663092
2025-08-10,USD,USD,1.023144
2025-08-10,EUR,USD,1.076894
2025-08-10,GBP,USD,1.299004
2025-08-10,JPY,USD,0.006712
2025-08-10,CAD,USD,0.726342
2025-08-10,AUD,USD,0.648220
2025-08-11,USD,USD,1.010634
2025-08-11,EUR,USD,1.053346
2025-08-11,GBP,USD,1.283085
2025-08-11,JPY,USD,0.006776
2025-08-11,CAD,USD,0.759337
2025-08-11,AUD,USD,0.656751
2025-08-12,USD,USD,1.029859
2025-08-12,EUR,USD,1.091958
2025-08-12,GBP,USD,1.267682
2025-08-12,JPY,USD,0.006778
2025-08-12,CAD,USD,0.761795
2025-08-12,AUD,USD,0.664384
2025-08-13,USD,USD,0.986831
2025-08-13,EUR,USD,1.058985
2025-08-13,GBP,USD,1.270795
2025-08-13,JPY,USD,0.006806
2025-08-13,CAD,USD,0.728485
2025-08-13,AUD,USD,0.643954
2025-08-14,USD,USD,0.992083
2025-08-14,EUR,USD,1.058239
2025-08-14,GBP,USD,1.302191
2025-08-14,JPY,USD,0.006500
2025-08-14,CAD,USD,0.727775
2025-08-14,AUD,USD,0.660201
2025-08-15,USD,USD,0.000000
2025-08-15,EUR,USD,1.111354
2025-08-15,GBP,USD,1.304383
2025-08-15,JPY,USD,0.006832
2025-08-15,CAD,USD,0.746848
2025-08-15,AUD,USD,0.669470
2025-08-16,USD,USD,0.980357
2025-08-16,EUR,USD,1.067930
2025-08-16,GBP,USD,1.254612
2025-08-16,JPY,USD,0.006710
2025-08-16,CAD,USD,0.727164
2025-08-16,AUD,USD,0.661757
2025-08-17,USD,USD,1.009064
2025-08-17,EUR,USD,1.104308
2025-08-17,GBP,USD,1.262123
2025-08-17,CAD,USD,0.738628
2025-08-17,AUD,USD,0.646229
2025-08-18,USD,USD,0.982449
2025-08-18,EUR,USD,1.050782
2025-08-18,GBP,USD,1.299434
2025-08-18,JPY,USD,0.006753
2025-08-18,CAD,USD,0.729083
2025-08-19,USD,USD,1.026567
2025-08-19,EUR,USD,1.053945
2025-08-19,GBP,USD,1.264783
2025-08-19,JPY,USD,0.006710
2025-08-19,CAD,USD,0.721013
2025-08-19,AUD,USD,0.653319
2025-08-20,USD,USD,1.027079
2025-08-20,EUR,USD,1.070409
2025-08-20,GBP,USD,1.232040
2025-08-20,JPY,USD,0.006514
2025-08-20,CAD,USD,0.750987
2025-08-20,AUD,USD,0.000000
2025-08-21,EUR,USD,1.054333
2025-08-21,GBP,USD,1.247083
2025-08-21,JPY,USD,0.006864
2025-08-21,CAD,USD,0.723754
2025-08-21,AUD,USD,0.641147
2025-08-22,USD,USD,1.002661
2025-08-22,EUR,USD,1.107858
2025-08-22,GBP,USD,1.237703
2025-08-22,JPY,USD,0.006865
2025-08-22,CAD,USD,0.752174
2025-08-22,AUD,USD,0.000000
2025-08-23,USD,USD,0.974576
2025-08-23,EUR,USD,1.092119
2025-08-23,GBP,USD,1.260465
2025-08-23,JPY,USD,0.006509
2025-08-23,CAD,USD,0.719151
2025-08-23,AUD,USD,0.650202
2025-08-24,USD,USD,1.009423
2025-08-24,EUR,USD,1.052822
2025-08-24,GBP,USD,1.259091
2025-08-24,JPY,USD,0.006725
2025-08-24,CAD,USD,0.725163
2025-08-24,AUD,USD,0.646402
2025-08-25,USD,USD,1.027492
2025-08-25,EUR,USD,1.098542
2025-08-25,GBP,USD,1.297396
2025-08-25,JPY,USD,0.006839
2025-08-25,CAD,USD,0.723137
2025-08-25,AUD,USD,0.657232
2025-08-26,USD,USD,0.989657
2025-08-26,EUR,USD,1.111548
2025-08-26,GBP,USD,1.277631
2025-08-26,JPY,USD,0.006595
2025-08-26,CAD,USD,0.751118
2025-08-26,AUD,USD,0.646868
2025-08-27,USD,USD,0.979118
2025-08-27,EUR,USD,1.080378
2025-08-27,GBP,USD,1.301440
2025-08-27,JPY,USD,0.006837
2025-08-27,CAD,USD,0.729206
2025-08-27,AUD,USD,0.646313
2025-08-28,GBP,USD,1.263210
2025-08-28,JPY,USD,0.006723
2025-08-29,USD,USD,1.028476
2025-08-29,EUR,USD,1.091085
2025-08-29,JPY,USD,0.006626
2025-08-29,CAD,USD,0.738518
2025-08-29,AUD,USD,0.642259
2025-08-30,USD,USD,1.004343
2025-08-30,EUR,USD,1.052248
2025-08-30,JPY,USD,0.006580
2025-08-30,CAD,USD,0.747974
2025-08-30,AUD,USD,0.677744
2025-08-31,USD,USD,0.999206
2025-08-31,EUR,USD,1.065623
2025-08-31,GBP,USD,1.232274
2025-08-31,JPY,USD,0.006792
2025-08-31,CAD,USD,0.753095
2025-08-31,AUD,USD,0.662310
2025-09-01,USD,USD,1.001005
2025-09-01,EUR,USD,1.070642
2025-09-01,GBP,USD,1.283593
2025-09-01,JPY,USD,0.006622
2025-09-01,AUD,USD,0.655879
2025-09-02,USD,USD,1.028456
2025-09-02,EUR,USD,1.075500
2025-09-02,GBP,USD,1.303171
2025-09-02,JPY,USD,0.006671
2025-09-02,CAD,USD,0.738221
2025-09-02,AUD,USD,0.662118
2025-09-03,USD,USD,0.993128
2025-09-03,EUR,USD,1.104571
2025-09-03,GBP,USD,1.248680
2025-09-03,JPY,USD,0.006892
2025-09-03,CAD,USD,0.750678
2025-09-03,AUD,USD,0.660868
2025-09-04,USD,USD,0.980850
2025-09-04,EUR,USD,1.104602
2025-09-04,GBP,USD,1.238986
2025-09-04,JPY,USD,0.006696
2025-09-04,CAD,USD,0.732410
2025-09-04,AUD,USD,0.674629
2025-09-05,USD,USD,0.986528
2025-09-05,EUR,USD,1.084920
2025-09-05,GBP,USD,1.277860
2025-09-05,JPY,USD,0.006892
2025-09-05,CAD,USD,0.737812
2025-09-05,AUD,USD,0.677007
2025-09-06,USD,USD,0.985049
2025-09-06,EUR,USD,1.105727
2025-09-06,GBP,USD,1.276138
2025-09-06,JPY,USD,0.006799
2025-09-06,CAD,USD,0.747745
2025-09-06,AUD,USD,0.664946
2025-09-07,USD,USD,0.998428
2025-09-07,EUR,USD,1.054344
2025-09-07,GBP,USD,1.270476
2025-09-07,JPY,USD,0.006771
2025-09-07,CAD,USD,0.743916
2025-09-07,AUD,USD,0.647369
2025-09-08,EUR,USD,1.082464
2025-09-08,GBP,USD,1.301791
2025-09-08,JPY,USD,0.006543
2025-09-08,CAD,USD,0.738982
2025-09-08,AUD,USD,0.662108
2025-09-09,USD,USD,1.020404
2025-09-09,EUR,USD,1.084031
2025-09-09,GBP,USD,1.259868
2025-09-09,JPY,USD,0.006883
2025-09-09,CAD,USD,0.735752
2025-09-09,AUD,USD,0.668674
2025-09-10,USD,USD,1.016703
2025-09-10,EUR,USD,1.093819
2025-09-10,GBP,USD,1.248245
2025-09-10,JPY,USD,0.006712
2025-09-10,CAD,USD,0.739734
2025-09-10,AUD,USD,0.669954
2025-09-11,USD,USD,1.012599
2025-09-11,GBP,USD,1.288772
2025-09-11,CAD,USD,0.728387
2025-09-11,AUD,USD,0.668973
2025-09-12,USD,USD,0.996672
2025-09-12,EUR,USD,1.085463
2025-09-12,GBP,USD,1.287753
2025-09-12,JPY,USD,0.006800
2025-09-12,CAD,USD,0.726952
2025-09-12,AUD,USD,0.668363
2025-09-13,USD,USD,0.978952
2025-09-13,EUR,USD,1.102855
2025-09-13,GBP,USD,1.246752
2025-09-13,JPY,USD,0.006852
2025-09-13,CAD,USD,0.759520
2025-09-13,AUD,USD,0.673318
2025-09-14,USD,USD,1.028052
2025-09-14,EUR,USD,1.106554
2025-09-14,GBP,USD,1.256483
2025-09-14,JPY,USD,0.006556
2025-09-14,CAD,USD,0.753147
2025-09-14,AUD,USD,0.644967
2025-09-15,USD,USD,0.970121
2025-09-15,EUR,USD,1.107759
2025-09-15,GBP,USD,1.305282
2025-09-15,CAD,USD,0.723169
2025-09-15,AUD,USD,0.655915
2025-09-16,USD,USD,0.998818
2025-09-16,EUR,USD,1.111792
2025-09-16,GBP,USD,1.285745
2025-09-16,JPY,USD,0.006672
2025-09-16,CAD,USD,0.736023
2025-09-16,AUD,USD,0.679783
2025-09-17,EUR,USD,1.066658
2025-09-17,GBP,USD,1.269016
2025-09-17,JPY,USD,0.006553
2025-09-17,CAD,USD,0.737265
2025-09-17,AUD,USD,0.649964
2025-09-18,USD,USD,1.029479
2025-09-18,EUR,USD,1.067622
2025-09-18,GBP,USD,1.241510
2025-09-18,JPY,USD,0.006653
2025-09-18,CAD,USD,0.724796
2025-09-19,USD,USD,1.011622
2025-09-19,GBP,USD,1.293861
2025-09-19,JPY,USD,0.006602
2025-09-19,CAD,USD,0.738724
2025-09-19,AUD,USD,0.671601
2025-09-20,USD,USD,1.012733
2025-09-20,EUR,USD,0.000000
2025-09-20,GBP,USD,1.249755
2025-09-20,JPY,USD,0.006751
2025-09-20,CAD,USD,0.736087
